,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,Year
473,August,08/04/2020,12:00:00,08/07/2020,06:00:00,"New York: Rockland County, Orange County, Sullivan County; New Jersey: Bergen County, Passaic County, Sussex County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,160000,2020
474,August,08/04/2020,13:00:00,08/04/2020,23:59:00,"New York: Nassau County, Suffolk County, Queens County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,3907,420000,2020
475,August,08/04/2020,11:20:00,08/07/2020,10:55:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,60,75000,2020
476,August,08/04/2020,09:00:00,08/05/2020,18:00:00,Delaware:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,100000,2020
477,August,08/04/2020,14:00:00,08/08/2020,12:00:00,"New York: Dutchess County, Orange County, Ulster County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,116818,2020
478,August,08/04/2020,04:41:00,08/05/2020,16:26:00,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,508000,2020
479,August,08/04/2020,12:18:00,08/08/2020,17:31:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,788000,2020
480,August,08/04/2020,14:35:00,08/10/2020,11:00:00,New York: Broome County;,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,76120,2020
481,August,08/04/2020,15:15:00,08/07/2020,10:27:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,2000,1188247,2020
482,August,08/04/2020,13:31:00,Unknown,Unknown,"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,271119,2020
483,August,08/04/2020,06:01:00,08/06/2020,15:30:00,"North Carolina: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,311,125987,2020
484,August,08/04/2020,12:00:00,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,137103,2020
485,August,08/04/2020,10:30:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,70000,2020
486,August,08/04/2020,14:35:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,76120,2020
487,August,08/05/2020,17:58:00,08/05/2020,20:53:00,Texas: Orange County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,89,19785,2020
488,August,08/07/2020,05:13:00,Unknown,Unknown,"New York: Queens County, New York County;",NPCC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Severe Weather,500,187068,2020
489,August,08/10/2020,11:00:00,08/10/2020,16:00:00,"Iowa: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, Iowa County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;",MRO,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",Severe Weather,550,Unknown,2020
490,August,08/10/2020,16:00:00,08/13/2020,15:00:00,Illinois: Missouri:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,135000,2020
491,August,08/10/2020,12:49:00,Unknown,Unknown,Iowa:,MRO,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,Unknown,Unknown,2020
492,August,08/10/2020,22:39:00,08/13/2020,15:48:00,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,95300,2020
493,August,08/10/2020,14:30:00,Unknown,Unknown,"Illinois: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,856000,2020
494,August,08/10/2020,22:25:00,08/10/2020,23:02:00,New York: Onondaga County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2020
495,August,08/10/2020,12:38:00,Unknown,Unknown,Iowa:,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Severe Weather,1400,250000,2020
496,August,08/10/2020,10:00:00,Unknown,Unknown,"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,950,300000,2020
497,August,08/13/2020,13:51:00,08/13/2020,16:27:00,Texas: El Paso County;,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,218,57060,2020
498,August,08/14/2020,18:36:00,08/14/2020,20:42:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,560,220000,2020
499,August,08/14/2020,16:39:00,08/14/2020,17:42:00,Louisiana: St. Charles Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,101,12671,2020
500,August,08/14/2020,17:15:00,08/15/2020,21:00:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,1120,Unknown,2020
501,August,08/14/2020,18:45:00,08/14/2020,21:12:00,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,1419,132000,2020
502,August,08/14/2020,20:00:00,08/16/2020,17:00:00,"Minnesota: Anoka County, Hennepin County, Ramsey County, Washington County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,60000,2020
503,August,08/15/2020,18:25:00,08/15/2020,19:44:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,459,220000,2020
504,August,08/15/2020,14:53:00,08/15/2020,20:00:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,795,Unknown,2020
505,August,08/15/2020,15:00:00,08/15/2020,19:45:00,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,200,70000,2020
506,August,08/15/2020,17:00:00,Unknown,Unknown,Washington: Snohomish County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,8,2020
507,August,08/15/2020,17:41:00,08/15/2020,18:48:00,Connecticut: New Haven County[13];,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0,2020
508,August,08/16/2020,20:00:00,08/18/2020,21:00:00,"Texas: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300000,2020
509,August,08/16/2020,03:44:00,08/17/2020,14:18:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,409,124266,2020
510,August,08/16/2020,17:30:00,08/16/2020,19:10:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,712,Unknown,2020
511,August,08/17/2020,08:21:00,08/17/2020,09:01:00,California: Yuba County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,2,2,2020
512,August,08/17/2020,15:05:00,08/17/2020,21:24:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,829,Unknown,2020
513,August,08/18/2020,19:00:00,08/18/2020,19:30:00,California: Kings County;,WECC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Potential Physical Attack,0,0,2020
514,August,08/18/2020,14:00:00,08/18/2020,21:00:00,Nevada:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,7800,1400000,2020
515,August,08/18/2020,21:55:00,08/18/2020,22:10:00,California: Imperial County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0,2020
516,August,08/18/2020,13:30:00,08/18/2020,20:30:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,917,Unknown,2020
517,August,08/18/2020,14:44:00,08/18/2020,15:14:00,"Texas: Culberson County, Reeves County;",TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,205,238,2020
518,August,08/18/2020,14:30:00,Unknown,Unknown,Arizona:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,Unknown,2020
519,August,08/19/2020,01:27:00,08/19/2020,03:03:00,Ohio: Trumbull County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,22,16107,2020
520,August,08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona: Maricopa County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,1200,0,2020
521,August,08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,7500,1400000,2020
522,August,08/19/2020,12:00:00,08/19/2020,21:00:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown,2020
523,August,08/20/2020,00:03:00,08/20/2020,14:05:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0,2020
